province,country,lat,long,date_observation,cases
Albania,Albania,41.1533,20.1683,2020-01-23,0
Albania,Albania,41.1533,20.1683,2020-01-24,0
Albania,Albania,41.1533,20.1683,2020-01-25,0
Albania,Albania,41.1533,20.1683,2020-01-26,0
Albania,Albania,41.1533,20.1683,2020-01-27,0
Albania,Albania,41.1533,20.1683,2020-01-28,0
Albania,Albania,41.1533,20.1683,2020-01-29,0
Albania,Albania,41.1533,20.1683,2020-01-30,0
Albania,Albania,41.1533,20.1683,2020-01-31,0
Albania,Albania,41.1533,20.1683,2020-02-01,0
Albania,Albania,41.1533,20.1683,2020-02-02,0
Albania,Albania,41.1533,20.1683,2020-02-03,0
Albania,Albania,41.1533,20.1683,2020-02-04,0
Albania,Albania,41.1533,20.1683,2020-02-05,0
Albania,Albania,41.1533,20.1683,2020-02-06,0
Albania,Albania,41.1533,20.1683,2020-02-07,0
Albania,Albania,41.1533,20.1683,2020-02-08,0
Albania,Albania,41.1533,20.1683,2020-02-09,0
Albania,Albania,41.1533,20.1683,2020-02-10,0
Albania,Albania,41.1533,20.1683,2020-02-11,0
Albania,Albania,41.1533,20.1683,2020-02-12,0
Albania,Albania,41.1533,20.1683,2020-02-13,0
Albania,Albania,41.1533,20.1683,2020-02-14,0
Albania,Albania,41.1533,20.1683,2020-02-15,0
Albania,Albania,41.1533,20.1683,2020-02-16,0
Albania,Albania,41.1533,20.1683,2020-02-17,0
Albania,Albania,41.1533,20.1683,2020-02-18,0
Albania,Albania,41.1533,20.1683,2020-02-19,0
Albania,Albania,41.1533,20.1683,2020-02-20,0
Albania,Albania,41.1533,20.1683,2020-02-21,0
Albania,Albania,41.1533,20.1683,2020-02-22,0
Albania,Albania,41.1533,20.1683,2020-02-23,0
Albania,Albania,41.1533,20.1683,2020-02-24,0
Albania,Albania,41.1533,20.1683,2020-02-25,0
Albania,Albania,41.1533,20.1683,2020-02-26,0
Albania,Albania,41.1533,20.1683,2020-02-27,0
Albania,Albania,41.1533,20.1683,2020-02-28,0
Albania,Albania,41.1533,20.1683,2020-02-29,0
Albania,Albania,41.1533,20.1683,2020-03-01,0
Albania,Albania,41.1533,20.1683,2020-03-02,0
Albania,Albania,41.1533,20.1683,2020-03-03,0
Albania,Albania,41.1533,20.1683,2020-03-04,0
Albania,Albania,41.1533,20.1683,2020-03-05,0
Albania,Albania,41.1533,20.1683,2020-03-06,0
Albania,Albania,41.1533,20.1683,2020-03-07,0
Albania,Albania,41.1533,20.1683,2020-03-08,0
Albania,Albania,41.1533,20.1683,2020-03-09,2
Albania,Albania,41.1533,20.1683,2020-03-10,10
Albania,Albania,41.1533,20.1683,2020-03-11,12
Albania,Albania,41.1533,20.1683,2020-03-12,23
Albania,Albania,41.1533,20.1683,2020-03-13,33
Albania,Albania,41.1533,20.1683,2020-03-14,38
Albania,Albania,41.1533,20.1683,2020-03-15,42
Albania,Albania,41.1533,20.1683,2020-03-16,51
Albania,Albania,41.1533,20.1683,2020-03-17,55
Albania,Albania,41.1533,20.1683,2020-03-18,59
Albania,Albania,41.1533,20.1683,2020-03-19,64
Albania,Albania,41.1533,20.1683,2020-03-20,70
Albania,Albania,41.1533,20.1683,2020-03-21,76
Albania,Albania,41.1533,20.1683,2020-03-22,89
Albania,Albania,41.1533,20.1683,2020-03-23,104
Albania,Albania,41.1533,20.1683,2020-03-24,123
Albania,Albania,41.1533,20.1683,2020-03-25,146
Albania,Albania,41.1533,20.1683,2020-03-26,174
Albania,Albania,41.1533,20.1683,2020-03-27,186
Albania,Albania,41.1533,20.1683,2020-03-28,197
Albania,Albania,41.1533,20.1683,2020-03-29,212
Albania,Albania,41.1533,20.1683,2020-03-30,223
Albania,Albania,41.1533,20.1683,2020-03-31,243
Albania,Albania,41.1533,20.1683,2020-04-01,259
Albania,Albania,41.1533,20.1683,2020-04-02,277
Albania,Albania,41.1533,20.1683,2020-04-03,304
Albania,Albania,41.1533,20.1683,2020-04-04,333
Albania,Albania,41.1533,20.1683,2020-04-05,361
Albania,Albania,41.1533,20.1683,2020-04-06,377
Albania,Albania,41.1533,20.1683,2020-04-07,383
Albania,Albania,41.1533,20.1683,2020-04-08,400
Albania,Albania,41.1533,20.1683,2020-04-09,409
Albania,Albania,41.1533,20.1683,2020-04-10,416
Albania,Albania,41.1533,20.1683,2020-04-11,433
Albania,Albania,41.1533,20.1683,2020-04-12,446
Albania,Albania,41.1533,20.1683,2020-04-13,467
Albania,Albania,41.1533,20.1683,2020-04-14,475
Albania,Albania,41.1533,20.1683,2020-04-15,494
Albania,Albania,41.1533,20.1683,2020-04-16,518
Albania,Albania,41.1533,20.1683,2020-04-17,539
Albania,Albania,41.1533,20.1683,2020-04-18,548
Albania,Albania,41.1533,20.1683,2020-04-19,562
Albania,Albania,41.1533,20.1683,2020-04-20,584
Albania,Albania,41.1533,20.1683,2020-04-21,609
Albania,Albania,41.1533,20.1683,2020-04-22,634
Albania,Albania,41.1533,20.1683,2020-04-23,663
Albania,Albania,41.1533,20.1683,2020-04-24,678
Albania,Albania,41.1533,20.1683,2020-04-25,712
Albania,Albania,41.1533,20.1683,2020-04-26,726
Albania,Albania,41.1533,20.1683,2020-04-27,736
Albania,Albania,41.1533,20.1683,2020-04-28,750
Albania,Albania,41.1533,20.1683,2020-04-29,766
Albania,Albania,41.1533,20.1683,2020-04-30,773
Albania,Albania,41.1533,20.1683,2020-05-01,782
Algeria,Algeria,28.0339,1.6596,2020-01-22,0
Algeria,Algeria,28.0339,1.6596,2020-01-23,0
Algeria,Algeria,28.0339,1.6596,2020-01-24,0
Algeria,Algeria,28.0339,1.6596,2020-01-25,0
Algeria,Algeria,28.0339,1.6596,2020-01-26,0
Algeria,Algeria,28.0339,1.6596,2020-01-27,0
Algeria,Algeria,28.0339,1.6596,2020-01-28,0
Algeria,Algeria,28.0339,1.6596,2020-01-29,0
Algeria,Algeria,28.0339,1.6596,2020-01-30,0
Algeria,Algeria,28.0339,1.6596,2020-01-31,0
Algeria,Algeria,28.0339,1.6596,2020-02-01,0
Algeria,Algeria,28.0339,1.6596,2020-02-02,0
Algeria,Algeria,28.0339,1.6596,2020-02-03,0
Algeria,Algeria,28.0339,1.6596,2020-02-04,0
Algeria,Algeria,28.0339,1.6596,2020-02-05,0
Algeria,Algeria,28.0339,1.6596,2020-02-06,0
Algeria,Algeria,28.0339,1.6596,2020-02-07,0
Algeria,Algeria,28.0339,1.6596,2020-02-08,0
Algeria,Algeria,28.0339,1.6596,2020-02-09,0
Algeria,Algeria,28.0339,1.6596,2020-02-10,0
Algeria,Algeria,28.0339,1.6596,2020-02-11,0
Algeria,Algeria,28.0339,1.6596,2020-02-12,0
Algeria,Algeria,28.0339,1.6596,2020-02-13,0
Algeria,Algeria,28.0339,1.6596,2020-02-14,0
Algeria,Algeria,28.0339,1.6596,2020-02-15,0
Algeria,Algeria,28.0339,1.6596,2020-02-16,0
Algeria,Algeria,28.0339,1.6596,2020-02-17,0
Algeria,Algeria,28.0339,1.6596,2020-02-18,0
Algeria,Algeria,28.0339,1.6596,2020-02-19,0
Algeria,Algeria,28.0339,1.6596,2020-02-20,0
Algeria,Algeria,28.0339,1.6596,2020-02-21,0
Algeria,Algeria,28.0339,1.6596,2020-02-22,0
Algeria,Algeria,28.0339,1.6596,2020-02-23,0
Algeria,Algeria,28.0339,1.6596,2020-02-24,0
Algeria,Algeria,28.0339,1.6596,2020-02-25,1
Algeria,Algeria,28.0339,1.6596,2020-02-26,1
Algeria,Algeria,28.0339,1.6596,2020-02-27,1
Algeria,Algeria,28.0339,1.6596,2020-02-28,1
Algeria,Algeria,28.0339,1.6596,2020-02-29,1
Algeria,Algeria,28.0339,1.6596,2020-03-01,1
Algeria,Algeria,28.0339,1.6596,2020-03-02,3
Algeria,Algeria,28.0339,1.6596,2020-03-03,5
Algeria,Algeria,28.0339,1.6596,2020-03-04,12
Algeria,Algeria,28.0339,1.6596,2020-03-05,12
Algeria,Algeria,28.0339,1.6596,2020-03-06,17
Algeria,Algeria,28.0339,1.6596,2020-03-07,17
Algeria,Algeria,28.0339,1.6596,2020-03-08,19
Algeria,Algeria,28.0339,1.6596,2020-03-09,20
Algeria,Algeria,28.0339,1.6596,2020-03-10,20
Algeria,Algeria,28.0339,1.6596,2020-03-11,20
Algeria,Algeria,28.0339,1.6596,2020-03-12,24
Algeria,Algeria,28.0339,1.6596,2020-03-13,26
Algeria,Algeria,28.0339,1.6596,2020-03-14,37
Algeria,Algeria,28.0339,1.6596,2020-03-15,48
Algeria,Algeria,28.0339,1.6596,2020-03-16,54
Algeria,Algeria,28.0339,1.6596,2020-03-17,60
Algeria,Algeria,28.0339,1.6596,2020-03-18,74
Algeria,Algeria,28.0339,1.6596,2020-03-19,87
Algeria,Algeria,28.0339,1.6596,2020-03-20,90
Algeria,Algeria,28.0339,1.6596,2020-03-21,139
Algeria,Algeria,28.0339,1.6596,2020-03-22,201
Algeria,Algeria,28.0339,1.6596,2020-03-23,230
Algeria,Algeria,28.0339,1.6596,2020-03-24,264
Algeria,Algeria,28.0339,1.6596,2020-03-25,302
Algeria,Algeria,28.0339,1.6596,2020-03-26,367
Algeria,Algeria,28.0339,1.6596,2020-03-27,409
Algeria,Algeria,28.0339,1.6596,2020-03-28,454
Algeria,Algeria,28.0339,1.6596,2020-03-29,511
Algeria,Algeria,28.0339,1.6596,2020-03-30,584
Algeria,Algeria,28.0339,1.6596,2020-03-31,716
Algeria,Algeria,28.0339,1.6596,2020-04-01,847
Algeria,Algeria,28.0339,1.6596,2020-04-02,986
Algeria,Algeria,28.0339,1.6596,2020-04-03,1171
Algeria,Algeria,28.0339,1.6596,2020-04-04,1251
Algeria,Algeria,28.0339,1.6596,2020-04-05,1320
Algeria,Algeria,28.0339,1.6596,2020-04-06,1423
Algeria,Algeria,28.0339,1.6596,2020-04-07,1468
Algeria,Algeria,28.0339,1.6596,2020-04-08,1572
Algeria,Algeria,28.0339,1.6596,2020-04-09,1666
Algeria,Algeria,28.0339,1.6596,2020-04-10,1761
Algeria,Algeria,28.0339,1.6596,2020-04-11,1825
Algeria,Algeria,28.0339,1.6596,2020-04-12,1914
Algeria,Algeria,28.0339,1.6596,2020-04-13,1983
Algeria,Algeria,28.0339,1.6596,2020-04-14,2070
Algeria,Algeria,28.0339,1.6596,2020-04-15,2160
Algeria,Algeria,28.0339,1.6596,2020-04-16,2268
Algeria,Algeria,28.0339,1.6596,2020-04-17,2418
Algeria,Algeria,28.0339,1.6596,2020-04-18,2534
Algeria,Algeria,28.0339,1.6596,2020-04-19,2629
Algeria,Algeria,28.0339,1.6596,2020-04-20,2718
Algeria,Algeria,28.0339,1.6596,2020-04-21,2811
Algeria,Algeria,28.0339,1.6596,2020-04-22,2910
Algeria,Algeria,28.0339,1.6596,2020-04-23,3007
Algeria,Algeria,28.0339,1.6596,2020-04-24,3127
Algeria,Algeria,28.0339,1.6596,2020-04-25,3256
Algeria,Algeria,28.0339,1.6596,2020-04-26,3382
Algeria,Algeria,28.0339,1.6596,2020-04-27,3517
Algeria,Algeria,28.0339,1.6596,2020-04-28,3649
Algeria,Algeria,28.0339,1.6596,2020-04-29,3848
Algeria,Algeria,28.0339,1.6596,2020-04-30,4006
Algeria,Algeria,28.0339,1.6596,2020-05-01,4154
Andorra,Andorra,42.5063,1.5218,2020-01-22,0
Andorra,Andorra,42.5063,1.5218,2020-01-23,0
Andorra,Andorra,42.5063,1.5218,2020-01-24,0
Andorra,Andorra,42.5063,1.5218,2020-01-25,0
Andorra,Andorra,42.5063,1.5218,2020-01-26,0
Andorra,Andorra,42.5063,1.5218,2020-01-27,0
Andorra,Andorra,42.5063,1.5218,2020-01-28,0
Andorra,Andorra,42.5063,1.5218,2020-01-29,0
Andorra,Andorra,42.5063,1.5218,2020-01-30,0
Andorra,Andorra,42.5063,1.5218,2020-01-31,0
Andorra,Andorra,42.5063,1.5218,2020-02-01,0
Andorra,Andorra,42.5063,1.5218,2020-02-02,0
Andorra,Andorra,42.5063,1.5218,2020-02-03,0
Andorra,Andorra,42.5063,1.5218,2020-02-04,0
Andorra,Andorra,42.5063,1.5218,2020-02-05,0
Andorra,Andorra,42.5063,1.5218,2020-02-06,0
Andorra,Andorra,42.5063,1.5218,2020-02-07,0
Andorra,Andorra,42.5063,1.5218,2020-02-08,0
Andorra,Andorra,42.5063,1.5218,2020-02-09,0
Andorra,Andorra,42.5063,1.5218,2020-02-10,0
Andorra,Andorra,42.5063,1.5218,2020-02-11,0
Andorra,Andorra,42.5063,1.5218,2020-02-12,0
Andorra,Andorra,42.5063,1.5218,2020-02-13,0
Andorra,Andorra,42.5063,1.5218,2020-02-14,0
Andorra,Andorra,42.5063,1.5218,2020-02-15,0
Andorra,Andorra,42.5063,1.5218,2020-02-16,0
Andorra,Andorra,42.5063,1.5218,2020-02-17,0
Andorra,Andorra,42.5063,1.5218,2020-02-18,0
Andorra,Andorra,42.5063,1.5218,2020-02-19,0
Andorra,Andorra,42.5063,1.5218,2020-02-20,0
Andorra,Andorra,42.5063,1.5218,2020-02-21,0
Andorra,Andorra,42.5063,1.5218,2020-02-22,0
Andorra,Andorra,42.5063,1.5218,2020-02-23,0
Andorra,Andorra,42.5063,1.5218,2020-02-24,0
Andorra,Andorra,42.5063,1.5218,2020-02-25,0
Andorra,Andorra,42.5063,1.5218,2020-02-26,0
Andorra,Andorra,42.5063,1.5218,2020-02-27,0
Andorra,Andorra,42.5063,1.5218,2020-02-28,0
Andorra,Andorra,42.5063,1.5218,2020-02-29,0
Andorra,Andorra,42.5063,1.5218,2020-03-01,0
Andorra,Andorra,42.5063,1.5218,2020-03-02,1
Andorra,Andorra,42.5063,1.5218,2020-03-03,1
Andorra,Andorra,42.5063,1.5218,2020-03-04,1
Andorra,Andorra,42.5063,1.5218,2020-03-05,1
Andorra,Andorra,42.5063,1.5218,2020-03-06,1
Andorra,Andorra,42.5063,1.5218,2020-03-07,1
Andorra,Andorra,42.5063,1.5218,2020-03-08,1
Andorra,Andorra,42.5063,1.5218,2020-03-09,1
Andorra,Andorra,42.5063,1.5218,2020-03-10,1
Andorra,Andorra,42.5063,1.5218,2020-03-11,1
Andorra,Andorra,42.5063,1.5218,2020-03-12,1
Andorra,Andorra,42.5063,1.5218,2020-03-13,1
Andorra,Andorra,42.5063,1.5218,2020-03-14,1
Andorra,Andorra,42.5063,1.5218,2020-03-15,1
Andorra,Andorra,42.5063,1.5218,2020-03-16,2
Andorra,Andorra,42.5063,1.5218,2020-03-17,39
Andorra,Andorra,42.5063,1.5218,2020-03-18,39
Andorra,Andorra,42.5063,1.5218,2020-03-19,53
Andorra,Andorra,42.5063,1.5218,2020-03-20,75
Andorra,Andorra,42.5063,1.5218,2020-03-21,88
Andorra,Andorra,42.5063,1.5218,2020-03-22,113
Andorra,Andorra,42.5063,1.5218,2020-03-23,133
Andorra,Andorra,42.5063,1.5218,2020-03-24,164
Andorra,Andorra,42.5063,1.5218,2020-03-25,188
Andorra,Andorra,42.5063,1.5218,2020-03-26,224
Andorra,Andorra,42.5063,1.5218,2020-03-27,267
Andorra,Andorra,42.5063,1.5218,2020-03-28,308
Andorra,Andorra,42.5063,1.5218,2020-03-29,334
Andorra,Andorra,42.5063,1.5218,2020-03-30,370
Andorra,Andorra,42.5063,1.5218,2020-03-31,376
Andorra,Andorra,42.5063,1.5218,2020-04-01,390
Andorra,Andorra,42.5063,1.5218,2020-04-02,428
Andorra,Andorra,42.5063,1.5218,2020-04-03,439
Andorra,Andorra,42.5063,1.5218,2020-04-04,466
Andorra,Andorra,42.5063,1.5218,2020-04-05,501
Andorra,Andorra,42.5063,1.5218,2020-04-06,525
Andorra,Andorra,42.5063,1.5218,2020-04-07,545
Andorra,Andorra,42.5063,1.5218,2020-04-08,564
Andorra,Andorra,42.5063,1.5218,2020-04-09,583
Andorra,Andorra,42.5063,1.5218,2020-04-10,601
Andorra,Andorra,42.5063,1.5218,2020-04-11,601
Andorra,Andorra,42.5063,1.5218,2020-04-12,638
Andorra,Andorra,42.5063,1.5218,2020-04-13,646
Andorra,Andorra,42.5063,1.5218,2020-04-14,659
Andorra,Andorra,42.5063,1.5218,2020-04-15,673
Andorra,Andorra,42.5063,1.5218,2020-04-16,673
Andorra,Andorra,42.5063,1.5218,2020-04-17,696
Andorra,Andorra,42.5063,1.5218,2020-04-18,704
Andorra,Andorra,42.5063,1.5218,2020-04-19,713
Andorra,Andorra,42.5063,1.5218,2020-04-20,717
Andorra,Andorra,42.5063,1.5218,2020-04-21,717
Andorra,Andorra,42.5063,1.5218,2020-04-22,723
Andorra,Andorra,42.5063,1.5218,2020-04-23,723
Andorra,Andorra,42.5063,1.5218,2020-04-24,731
Andorra,Andorra,42.5063,1.5218,2020-04-25,738
Andorra,Andorra,42.5063,1.5218,2020-04-26,738
Andorra,Andorra,42.5063,1.5218,2020-04-27,743
Andorra,Andorra,42.5063,1.5218,2020-04-28,743
Andorra,Andorra,42.5063,1.5218,2020-04-29,743
Andorra,Andorra,42.5063,1.5218,2020-04-30,745
Andorra,Andorra,42.5063,1.5218,2020-05-01,745
Angola,Angola,-11.2027,17.8739,2020-01-22,0
Angola,Angola,-11.2027,17.8739,2020-01-23,0
Angola,Angola,-11.2027,17.8739,2020-01-24,0
Angola,Angola,-11.2027,17.8739,2020-01-25,0
Angola,Angola,-11.2027,17.8739,2020-01-26,0
Angola,Angola,-11.2027,17.8739,2020-01-27,0
Angola,Angola,-11.2027,17.8739,2020-01-28,0
Angola,Angola,-11.2027,17.8739,2020-01-29,0
Angola,Angola,-11.2027,17.8739,2020-01-30,0
Angola,Angola,-11.2027,17.8739,2020-01-31,0
Angola,Angola,-11.2027,17.8739,2020-02-01,0
Angola,Angola,-11.2027,17.8739,2020-02-02,0
Angola,Angola,-11.2027,17.8739,2020-02-03,0
Angola,Angola,-11.2027,17.8739,2020-02-04,0
Angola,Angola,-11.2027,17.8739,2020-02-05,0
Angola,Angola,-11.2027,17.8739,2020-02-06,0
Angola,Angola,-11.2027,17.8739,2020-02-07,0
Angola,Angola,-11.2027,17.8739,2020-02-08,0
Angola,Angola,-11.2027,17.8739,2020-02-09,0
Angola,Angola,-11.2027,17.8739,2020-02-10,0
Angola,Angola,-11.2027,17.8739,2020-02-11,0
Angola,Angola,-11.2027,17.8739,2020-02-12,0
Angola,Angola,-11.2027,17.8739,2020-02-13,0
Angola,Angola,-11.2027,17.8739,2020-02-14,0
Angola,Angola,-11.2027,17.8739,2020-02-15,0
Angola,Angola,-11.2027,17.8739,2020-02-16,0
Angola,Angola,-11.2027,17.8739,2020-02-17,0
Angola,Angola,-11.2027,17.8739,2020-02-18,0
Angola,Angola,-11.2027,17.8739,2020-02-19,0
Angola,Angola,-11.2027,17.8739,2020-02-20,0
Angola,Angola,-11.2027,17.8739,2020-02-21,0
Angola,Angola,-11.2027,17.8739,2020-02-22,0
Angola,Angola,-11.2027,17.8739,2020-02-23,0
Angola,Angola,-11.2027,17.8739,2020-02-24,0
Angola,Angola,-11.2027,17.8739,2020-02-25,0
Angola,Angola,-11.2027,17.8739,2020-02-26,0
Angola,Angola,-11.2027,17.8739,2020-02-27,0
Angola,Angola,-11.2027,17.8739,2020-02-28,0
Angola,Angola,-11.2027,17.8739,2020-02-29,0
Angola,Angola,-11.2027,17.8739,2020-03-01,0
Angola,Angola,-11.2027,17.8739,2020-03-02,0
Angola,Angola,-11.2027,17.8739,2020-03-03,0
Angola,Angola,-11.2027,17.8739,2020-03-04,0
Angola,Angola,-11.2027,17.8739,2020-03-05,0
Angola,Angola,-11.2027,17.8739,2020-03-06,0
Angola,Angola,-11.2027,17.8739,2020-03-07,0
Angola,Angola,-11.2027,17.8739,2020-03-08,0
Angola,Angola,-11.2027,17.8739,2020-03-09,0
Angola,Angola,-11.2027,17.8739,2020-03-10,0
Angola,Angola,-11.2027,17.8739,2020-03-11,0
Angola,Angola,-11.2027,17.8739,2020-03-12,0
Angola,Angola,-11.2027,17.8739,2020-03-13,0
Angola,Angola,-11.2027,17.8739,2020-03-14,0
Angola,Angola,-11.2027,17.8739,2020-03-15,0
Angola,Angola,-11.2027,17.8739,2020-03-16,0
Angola,Angola,-11.2027,17.8739,2020-03-17,0
Angola,Angola,-11.2027,17.8739,2020-03-18,0
Angola,Angola,-11.2027,17.8739,2020-03-19,0
Angola,Angola,-11.2027,17.8739,2020-03-20,1
Angola,Angola,-11.2027,17.8739,2020-03-21,2
Angola,Angola,-11.2027,17.8739,2020-03-22,2
Angola,Angola,-11.2027,17.8739,2020-03-23,3
Angola,Angola,-11.2027,17.8739,2020-03-24,3
Angola,Angola,-11.2027,17.8739,2020-03-25,3
Angola,Angola,-11.2027,17.8739,2020-03-26,4
Angola,Angola,-11.2027,17.8739,2020-03-27,4
Angola,Angola,-11.2027,17.8739,2020-03-28,5
Angola,Angola,-11.2027,17.8739,2020-03-29,7
Angola,Angola,-11.2027,17.8739,2020-03-30,7
Angola,Angola,-11.2027,17.8739,2020-03-31,7
Angola,Angola,-11.2027,17.8739,2020-04-01,8
Angola,Angola,-11.2027,17.8739,2020-04-02,8
Angola,Angola,-11.2027,17.8739,2020-04-03,8
Angola,Angola,-11.2027,17.8739,2020-04-04,10
Angola,Angola,-11.2027,17.8739,2020-04-05,14
Angola,Angola,-11.2027,17.8739,2020-04-06,16
Angola,Angola,-11.2027,17.8739,2020-04-07,17
Angola,Angola,-11.2027,17.8739,2020-04-08,19
Angola,Angola,-11.2027,17.8739,2020-04-09,19
Angola,Angola,-11.2027,17.8739,2020-04-10,19
Angola,Angola,-11.2027,17.8739,2020-04-11,19
Angola,Angola,-11.2027,17.8739,2020-04-12,19
Angola,Angola,-11.2027,17.8739,2020-04-13,19
Angola,Angola,-11.2027,17.8739,2020-04-14,19
Angola,Angola,-11.2027,17.8739,2020-04-15,19
Angola,Angola,-11.2027,17.8739,2020-04-16,19
Angola,Angola,-11.2027,17.8739,2020-04-17,19
Angola,Angola,-11.2027,17.8739,2020-04-18,24
Angola,Angola,-11.2027,17.8739,2020-04-19,24
Angola,Angola,-11.2027,17.8739,2020-04-20,24
Angola,Angola,-11.2027,17.8739,2020-04-21,24
Angola,Angola,-11.2027,17.8739,2020-04-22,25
Angola,Angola,-11.2027,17.8739,2020-04-23,25
